City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,vitoria de santo antao,-8.1181,-35.2914,294.15,91,59,3.6,BR,1727218284
363,bozhou,33.8772,115.7703,290.43,74,49,1.3,CN,1727218285
364,akrehamn,59.2667,5.1833,282.29,87,20,1.03,NO,1727218286
365,lhasa,29.65,91.1,284.31,67,100,1.48,CN,1727218288
366,salalah,17.0151,54.0924,300.2,78,75,2.57,OM,1727218289
367,taunggyi,20.7833,97.0333,291.94,97,100,1.13,MM,1727218290
368,mek'ele,13.4967,39.4753,289.71,71,70,0.62,ET,1727218291
369,korla,41.7597,86.1469,294.07,37,54,2.97,CN,1727218292
370,biloela,-24.4167,150.5,295.0,51,51,4.49,AU,1727218085
371,hotan,37.0997,79.9269,295.66,21,0,1.6,CN,1727218295
372,sao tome,0.3365,6.7273,298.33,86,96,2.98,ST,1727218296
373,vila franca do campo,37.7167,-25.4333,297.38,89,85,6.49,PT,1727218297
374,mikomeseng,2.1361,10.6132,292.93,100,98,0.54,GQ,1727218298
375,bulungu,-4.55,18.6,297.33,76,83,1.22,CD,1727218300
376,nkhata bay,-11.6066,34.2907,294.78,68,4,1.92,MW,1727218301
377,cockburn town,21.4612,-71.1419,302.23,76,45,6.01,TC,1727218259
378,luena,-11.7833,19.9167,291.49,35,41,1.32,AO,1727218303
379,juan griego,11.0817,-63.9655,306.22,58,44,4.63,VE,1727218304
380,menaka,15.9182,2.4022,306.66,40,43,4.79,ML,1727218306
381,fort bragg,35.139,-79.006,301.06,71,0,3.09,US,1727218307
382,comacchio,44.6975,12.1858,293.15,63,99,6.17,IT,1727218308
383,kailua-kona,19.6406,-155.9956,303.13,71,20,5.14,US,1727218309
384,karpinsk,59.7654,60.0085,275.4,89,86,2.76,RU,1727218310
385,buka,40.8108,69.1986,290.46,30,0,0.97,UZ,1727218312
386,teknaf,20.8624,92.3058,299.53,91,100,5.52,BD,1727218313
387,phan rang-thap cham,11.5667,108.9833,297.27,93,31,1.8,VN,1727218314
388,cozumel,20.5083,-86.9458,300.34,94,100,4.12,MX,1727218227
389,tanjung selor,2.8372,117.3642,297.93,97,99,0.67,ID,1727218316
390,tupiza,-21.45,-65.7167,288.73,34,69,5.12,BO,1727218318
391,laojunmiao,39.8333,97.7333,286.8,56,57,0.85,CN,1727218319
392,arcos,-20.2819,-45.5394,300.13,28,12,1.16,BR,1727218320
393,port shepstone,-30.7414,30.455,294.28,78,0,7.4,ZA,1727218321
394,port blair,11.6667,92.75,300.21,84,100,5.76,IN,1727218322
395,campina verde,-19.5356,-49.4864,305.38,17,37,0.76,BR,1727218324
396,tiquipaya,-17.3382,-66.2189,298.55,21,40,2.57,BO,1727218325
397,anloga,5.7947,0.8973,298.57,89,34,3.61,GH,1727218326
398,eirunepe,-6.6603,-69.8736,304.49,43,95,1.62,BR,1727218327
399,gao,16.6362,1.637,306.39,36,7,3.94,ML,1727218328
400,zaragoza,41.6561,-0.8773,293.72,55,75,1.34,ES,1727218330
401,karatau,43.1667,70.4667,287.68,34,94,1.19,KZ,1727218331
402,srisailain,16.0833,78.8667,295.47,98,100,2.41,IN,1727218332
403,bongor,10.2806,15.3722,296.01,87,100,1.74,TD,1727218333
404,hashtrud,37.4779,47.0508,289.03,31,100,2.67,IR,1727218156
405,chonchi,-42.6128,-73.8092,280.44,85,45,1.63,CL,1727218335
406,tolanaro,-25.0319,46.9987,292.19,94,75,4.12,MG,1727218337
407,razole,16.4833,81.8333,297.9,97,100,1.18,IN,1727218338
408,ta`u,-14.2336,-169.5144,299.6,83,24,5.86,AS,1727218339
409,hovd,48.0056,91.6419,282.82,42,100,3.7,MN,1727218340
410,fort william,56.8165,-5.1121,274.99,91,49,0.89,GB,1727218341
411,lezignan-corbieres,43.1976,2.7614,288.93,82,4,0.89,FR,1727218343
412,northam,51.0333,-4.2167,285.71,88,100,2.87,GB,1727218344
413,byaroza,52.5314,24.9786,287.55,63,47,3.98,BY,1727218345
414,kyela,-9.5833,33.85,293.86,78,25,1.01,TZ,1727218346
415,tsetserleg,47.475,101.4542,276.55,67,13,2.42,MN,1727218348
416,san luis de la loma,17.2706,-100.8939,298.41,88,100,0.94,MX,1727218349
417,uliastay,47.7417,96.8444,276.73,56,48,1.67,MN,1727218350
418,minggang,32.4586,114.0486,291.87,67,100,0.79,CN,1727218351
419,namp'o,38.7375,125.4078,291.44,74,95,1.67,KP,1727218354
420,puerto aysen,-45.4,-72.7,276.45,99,96,2.14,CL,1727218355
421,red bluff,40.1785,-122.2358,310.22,14,0,3.09,US,1727218356
422,zintan,31.9223,12.252,295.94,63,39,1.88,LY,1727218357
423,nagqu,31.5,92.0,271.97,80,69,1.41,CN,1727218358
424,maceio,-9.6658,-35.7353,296.84,88,20,2.57,BR,1727218101
425,faya-largeau,17.9257,19.1043,308.64,20,6,4.52,TD,1727218361
426,turkmenbasy,40.0222,52.9552,294.58,78,75,5.14,TM,1727218362
427,brcko,44.8728,18.8083,289.66,83,97,2.27,BA,1727218363
428,villa gesell,-37.2639,-56.973,284.61,75,100,4.38,AR,1727218255
429,ekenas,59.9736,23.4339,289.76,91,100,5.0,FI,1727218366
430,nieuw amsterdam,5.8833,-55.0833,303.16,66,20,5.14,SR,1727218367
431,kuressaare,58.2481,22.5039,292.56,72,100,7.72,EE,1727218368
432,kursavka,44.4564,42.5093,285.25,58,91,2.5,RU,1727218370
433,morehead city,34.7229,-76.726,298.18,77,20,3.09,US,1727218371
434,paysandu,-32.3214,-58.0756,287.12,94,100,5.16,UY,1727218372
435,bac lieu,9.285,105.7244,298.84,85,90,1.16,VN,1727218373
436,montelibano,7.9829,-75.4229,300.22,84,94,1.43,CO,1727218375
437,afif,23.9065,42.9172,298.9,16,0,4.21,SA,1727218376
438,merida,20.9667,-89.6167,303.16,74,75,3.6,MX,1727218139
439,hobyo,5.3505,48.5268,297.96,83,24,10.47,SO,1727218378
440,tshela,-4.9833,12.9333,296.57,88,53,0.94,CD,1727218379
441,tashla,51.7716,52.7427,278.48,53,26,3.46,RU,1727218381
442,namtsy,62.7161,129.6658,275.38,87,76,2.06,RU,1727218382
443,praskoveya,44.7444,44.2031,286.06,58,57,2.91,RU,1727218383
444,victorica,-36.2151,-65.4359,291.47,22,41,3.93,AR,1727218384
445,jijiga,9.35,42.8,292.05,68,54,2.42,ET,1727218385
446,waseca,44.0777,-93.5074,295.09,52,0,3.09,US,1727218386
447,tanumah,27.1,44.1333,299.94,24,0,2.98,SA,1727218388
448,qamdo,31.1667,97.2333,277.2,62,89,0.36,CN,1727218389
449,ghardaia,32.4909,3.6735,299.79,36,40,3.6,DZ,1727218390
450,labytnangi,66.6572,66.4183,275.24,68,95,8.45,RU,1727218391
451,sos'va,59.1766,61.8558,276.18,87,88,2.58,RU,1727218392
452,farkhor,37.4922,69.4036,295.48,28,0,2.19,TJ,1727218394
453,mogocha,53.7333,119.7667,279.32,81,4,0.14,RU,1727218309
454,saint-philippe,-21.3585,55.7679,294.33,81,32,4.81,RE,1727218396
455,arapgir,39.0412,38.4952,289.8,56,43,2.65,TR,1727218397
456,ad dilam,23.9915,47.1627,302.6,18,1,2.69,SA,1727218398
457,saacow,1.6279,42.4407,297.09,73,71,6.48,SO,1727218400
458,monjaras,13.2006,-87.3742,303.46,87,100,2.94,HN,1727218401
459,vila velha,-20.3297,-40.2925,298.12,86,40,5.14,BR,1727218162
460,kununurra,-15.7667,128.7333,299.14,89,0,0.0,AU,1727218403
461,mohr,54.3528,9.7167,288.12,87,98,6.17,DE,1727218404
462,bahia de caraquez,-0.6,-80.4167,295.65,82,52,5.79,EC,1727218406
463,touros,-5.1989,-35.4608,297.91,75,2,7.63,BR,1727218407
464,buala,-8.145,159.5921,302.39,72,55,3.74,SB,1727218408
465,revelstoke,50.9832,-118.2023,293.16,64,75,1.03,CA,1727218409
466,tsiombe,-25.3,45.4833,293.09,89,61,3.32,MG,1727218411
467,forster,-32.1667,152.5167,295.37,42,90,2.96,AU,1727218412
468,luorong,24.4058,109.6086,295.53,80,100,0.52,CN,1727218413
469,ikalamavony,-21.15,46.5833,291.1,81,47,2.18,MG,1727218414
470,pingzhuang,42.0372,119.2889,286.14,83,100,3.49,CN,1727218415
471,antigonish,45.6169,-61.9986,289.16,80,100,1.73,CA,1727218417
472,siwana,25.6333,72.4167,302.74,60,23,2.5,IN,1727218419
473,bumba,2.1833,22.4667,294.1,98,100,2.25,CD,1727218420
474,ketchikan,55.3422,-131.6461,287.41,82,75,3.6,US,1727218267
475,sungailiat,-1.85,106.1333,298.12,89,95,1.99,ID,1727218422
476,dezhou,37.4486,116.2925,290.04,71,34,2.07,CN,1727218424
477,merizo village,13.2658,144.6691,302.58,86,93,0.98,GU,1727218425
478,male,4.1748,73.5089,300.12,94,75,7.72,MV,1727218426
479,santa cruz,-17.8,-63.1667,307.18,46,0,6.17,BO,1727218080
480,biltine,14.5333,20.9167,301.4,61,100,4.42,TD,1727218428
481,naze,28.3667,129.4833,298.66,87,62,3.98,JP,1727218430
482,wenatchee,47.4235,-120.3103,304.8,36,0,4.63,US,1727218218
483,kabalo,-6.05,26.9167,300.11,32,61,1.67,CD,1727218432
484,sanandaj,35.3144,46.9923,286.16,54,0,0.0,IR,1727218433
485,lashkar gah,31.5938,64.3716,297.83,15,2,2.03,AF,1727218434
486,massawa,15.6097,39.45,303.6,73,11,3.06,ER,1727218436
487,bouarfa,32.53,-1.95,293.57,68,23,2.49,MA,1727218437
488,antsiranana,-12.2787,49.2917,295.4,66,13,7.01,MG,1727218438
489,puerto tirol,-27.3722,-59.0821,295.15,83,100,3.6,AR,1727218439
490,kavaratti,10.5669,72.642,300.53,82,100,8.44,IN,1727218440
491,mount gambier,-37.8333,140.7667,281.45,96,100,3.94,AU,1727218442
492,palmas,-10.2128,-48.3603,306.08,40,20,1.03,BR,1727218292
493,la sarre,48.8002,-79.1996,287.48,96,100,3.64,CA,1727218444
494,alofi,-19.0595,-169.9187,297.09,78,100,5.14,NU,1727218445
495,pitimbu,-7.4706,-34.8086,297.82,75,8,6.09,BR,1727218196
496,margate,51.3813,1.3862,286.87,81,100,6.57,GB,1727218448
497,daru,-9.0763,143.2092,299.74,84,76,6.6,PG,1727218449
498,ongjin,37.9347,125.3619,292.26,82,94,3.03,KP,1727218450
499,uturoa,-16.7333,-151.4333,299.64,76,85,4.14,PF,1727218451
500,khartoum,15.5518,32.5324,306.25,33,100,4.67,SD,1727218392
501,bimbo,4.2567,18.4158,294.57,98,99,0.74,CF,1727218453
502,namdrik,5.5994,168.1028,301.87,72,20,3.15,MH,1727218455
503,broken hill,-31.95,141.4333,291.34,65,100,4.71,AU,1727218456
504,tarata,-17.6167,-66.0167,297.83,36,0,4.27,BO,1727218457
505,feodosiya,45.0333,35.3833,293.11,62,37,3.14,UA,1727218458
506,pont rouge,48.8833,-72.0825,286.98,77,62,2.47,CA,1727218459
507,porto novo,6.4965,2.6036,300.05,91,75,1.95,BJ,1727218191
508,at taj,24.2049,23.2857,301.56,32,0,4.83,LY,1727218462
509,istgah-e rah ahan-e garmsar,35.2346,52.3094,300.81,28,0,4.36,IR,1727218463
510,alaghsas,17.0187,8.0168,307.97,17,4,3.3,NE,1727218464
511,igarka,67.4667,86.5833,275.17,97,100,6.21,RU,1727218465
512,carupano,10.6678,-63.2585,300.66,84,15,5.54,VE,1727218467
513,manado,1.487,124.8455,298.58,94,20,2.06,ID,1727218468
514,umm kaddadah,13.6017,26.6876,301.95,55,50,5.31,SD,1727218469
515,kidal,18.4411,1.4078,307.23,23,43,4.34,ML,1727218470
516,luau,-10.7073,22.2247,296.71,36,71,1.29,AO,1727218471
517,kayangel,8.0823,134.7173,302.12,72,98,4.12,PW,1727218472
518,tommot,58.9564,126.2925,279.0,86,21,1.06,RU,1727218474
519,acarau,-2.8856,-40.12,298.35,82,8,7.76,BR,1727218475
520,naracoorte,-36.9579,140.7383,283.98,95,100,3.39,AU,1727218476
521,kousseri,12.0769,15.0306,298.13,100,20,0.51,CM,1727218477
522,hermansverk,61.1846,6.8502,282.4,100,100,1.03,NO,1727218478
523,xunchang,28.4543,104.715,295.69,85,94,1.35,CN,1727218480
524,luziania,-16.2525,-47.9503,300.7,27,27,3.52,BR,1727218481
525,balqash,46.8481,74.995,285.14,33,71,6.33,KZ,1727218482
526,foso,5.7012,-1.2866,296.17,92,85,1.4,GH,1727218483
527,yakeshi,49.2833,120.7333,280.54,80,4,0.99,CN,1727218484
528,barra de santo antonio,-9.4047,-35.5072,297.18,82,83,5.06,BR,1727218486
529,viedma,-40.8135,-62.9967,285.7,23,6,3.76,AR,1727218190
530,valparaiso,-33.0393,-71.6273,289.95,62,0,6.69,CL,1727218488
531,titlagarh,20.3,83.15,296.83,95,100,0.65,IN,1727218489
532,melilla,35.2937,-2.9383,295.36,46,0,4.63,ES,1727218203
533,fuensalida,40.0529,-4.2072,286.82,74,100,5.48,ES,1727218492
534,chardara,41.2547,67.9692,292.17,35,0,2.33,KZ,1727218493
535,letlhakane,-21.4167,25.5833,292.81,45,5,3.71,BW,1727218494
536,zheshart,62.0731,49.5733,274.71,80,54,1.61,RU,1727218495
537,tarime,-1.35,34.3667,293.48,59,89,1.64,TZ,1727218496
538,richards bay,-28.783,32.0377,292.72,71,21,6.83,ZA,1727218498
539,rio preto da eva,-2.6994,-59.6997,300.75,62,61,0.93,BR,1727218499
540,prince rupert,54.3161,-130.3201,285.98,82,100,6.69,CA,1727218500
541,safotu,-13.4513,-172.4018,300.32,84,25,4.92,WS,1727218501
542,tindouf,27.6711,-8.1474,302.4,54,20,2.06,DZ,1727218502
543,la trinite,14.7376,-60.9629,301.18,83,75,2.06,MQ,1727218504
544,mount isa,-20.7333,139.5,300.02,41,2,2.06,AU,1727218505
545,gudari,19.35,83.7833,297.37,97,100,0.54,IN,1727218506
546,gorontalo,0.5412,123.0595,298.98,87,100,0.63,ID,1727218507
547,taoudenni,22.6783,-3.9836,308.19,25,100,3.27,ML,1727218508
548,griffith,41.5284,-87.4237,293.44,91,100,4.63,US,1727218509
549,haiku-pauwela,20.9219,-156.3051,302.72,70,26,11.62,US,1727218511
550,eyl,7.9803,49.8164,298.26,78,8,8.71,SO,1727218512
551,ouro sogui,15.6,-13.3167,298.16,94,40,1.03,SN,1727218513
552,cabedelo,-6.9811,-34.8339,297.52,79,10,6.61,BR,1727218514
553,grootfontein,-19.5667,18.1167,290.91,77,58,2.06,NA,1727218515
554,xining,36.6167,101.7667,282.98,86,2,0.25,CN,1727218517
555,kuta,-8.7233,115.1723,299.12,94,20,1.54,ID,1727218518
556,lobito,-12.3481,13.5456,294.31,86,95,5.3,AO,1727218519
557,suoyarvi,62.0833,32.35,282.85,77,94,3.16,RU,1727218520
558,mogadishu,2.0371,45.3438,298.15,81,68,7.8,SO,1727218521
559,berezovyy,51.6667,135.7,284.99,67,81,0.87,RU,1727218523
560,sao gabriel da cachoeira,-0.1303,-67.0892,301.57,63,80,1.38,BR,1727218524
